L,mc_iter,mode_index,eigenvalue_magnitude,eigenvalue_real,eigenvalue_imag,mode_type,spatial_dim,num_timesteps,N_cols,num_modes,max_rank,signal_eigenvalue_magnitude,frequency_separation,snr_db,top_amplitude,noise_mode,random_seed
2,5,3,0.4228487948984833,0.40702996597634217,-0.11457621980322678,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2201
2,5,4,0.355557574005543,-0.35410789009854143,0.032074765824031966,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2201
2,5,5,0.4451036763379917,-0.3853169289680814,-0.22281864136602697,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2201
2,5,6,0.36847147724021856,-0.13582059847856545,-0.342525903500032,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2201
2,6,3,0.5811461669325098,-0.07199039395336017,-0.5766699667216844,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2202
2,6,4,0.35095201950047533,-0.33113647736743224,-0.1162581323957599,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2202
2,6,5,0.1656306732702954,-0.013418414953535117,0.16508623827595714,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2202
2,6,6,0.48005879298538373,0.2800764056257408,0.3898892813791488,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2202
2,7,3,0.40439880666146266,-0.4024272243772219,0.03988388031849675,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2203
2,7,4,0.34587196600678805,0.14727507394697123,0.31294962767722684,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2203
2,7,5,0.4855888372178147,0.03777544721177622,-0.4841172734147168,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2203
2,7,6,0.3577118441171771,0.2585649056194416,-0.24718809235827052,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2203
2,8,3,0.34404172466989863,-0.3272397004456827,0.10620210339752319,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2204
2,8,4,0.14583557501066113,0.07876760654439982,0.12273418064238174,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2204
2,8,5,0.45234135671520564,0.21713770376960673,-0.3968172382805659,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2204
2,8,6,0.3404321969915514,0.06100948639538736,-0.3349207717031978,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2204
2,9,3,0.46545064082387366,-0.4628095914196638,0.049513443965437214,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2205
2,9,4,0.5421635583086374,0.03226385636395662,-0.5412027046591779,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2205
2,9,5,0.15741201412896405,0.11762525949434488,0.10460803277485536,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2205
2,9,6,0.1303641897255109,-0.08287508725829316,-0.10063072033290477,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2205
2,10,3,0.3826918051219848,-0.08124604105942537,-0.3739680447841679,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2206
2,10,4,0.37846151694115676,-0.32243481539565866,0.19816384540619167,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2206
2,10,5,0.3701036406181199,0.06540954058314792,0.36427777423209334,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2206
2,10,6,0.42855324436717895,0.4246618449742067,-0.05762118256976189,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2206
2,11,3,0.4116381817130826,0.35903038305179347,-0.2013533627475221,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2207
2,11,4,0.43990638910686986,-0.08397025521718746,-0.43181781739039576,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2207
2,11,5,0.3599930069040556,-0.35869971938910633,0.03048731424707281,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2207
2,11,6,0.4583370546712678,-0.3030180992263861,0.343879175330465,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2207
2,12,3,0.19556931462409802,-0.18872287434588605,0.05129360117174796,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2208
2,12,4,0.4460384515853077,0.4458453061655245,0.013124910010686169,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2208
2,12,5,0.30138561745323306,0.1313811208878405,-0.2712421270413598,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2208
2,12,6,0.4512992137153493,-0.03784891377992163,-0.44970928389991305,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2208
2,13,3,0.21432235973619967,0.20047805331255114,0.075780103080577,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2209
2,13,4,0.44779987730123266,-0.40348473158121234,0.19422873497975546,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2209
2,13,5,0.31091819654067654,-0.18442236192230252,-0.25031683395869725,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2209
2,13,6,0.45124749987166646,-0.2792457251080925,-0.3544659802425125,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2209
2,14,3,0.35229436695731325,-0.26298818031482546,0.2344110449713301,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2210
2,14,4,0.27802019657517973,0.20725539424506878,-0.185311713769051,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2210
2,14,5,0.339633714405525,-0.07757108611683988,-0.3306565991471325,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2210
2,14,6,0.17438396001493725,-0.14480157331472174,-0.09717134287469993,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2210
2,15,3,0.4477520104067159,0.01509304854620821,-0.44749755609258657,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2211
2,15,4,0.2972770905794621,-0.2671822716002399,0.13033534565084542,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2211
2,15,5,0.28125009078039304,0.26609900426444494,-0.09106554504009873,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2211
2,15,6,0.1430083439275386,0.09593455502335428,0.10605634156130495,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2211
2,16,3,0.40701386143740176,-0.31505836633026696,0.25767908181978566,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2212
2,16,4,0.2730229380359609,0.21398352290050018,0.1695658474483563,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2212
2,16,5,0.4496764088652774,-0.018544612879881916,-0.44929385709478314,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2212
2,16,6,0.15793479416033182,0.07658761323611697,-0.13812218035225676,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2212
2,17,3,0.3374278030616156,0.2764561301429347,-0.193467129986934,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2213
2,17,4,0.4249541006485599,-0.028460935667174832,0.42399995613086483,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2213
2,17,5,0.3982583013106606,-0.39710059533703335,-0.030344550512845386,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2213
2,17,6,0.4764849812947322,-0.42283278628893145,0.2196596736740274,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2213
2,18,3,0.49522346763756714,-0.1334227945379507,0.47691156496426074,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2214
2,18,4,0.4084494601210959,-0.4005275549061584,-0.08005397700370043,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2214
2,18,5,0.3681146766793322,-0.01102138854094995,-0.36794964897572424,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2214
2,18,6,0.2791213516127559,0.2721207721394063,-0.06212096503101876,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2214
2,19,3,0.48398820646474094,-0.35378633533296333,0.3302723314609153,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2215
2,19,4,0.42228051050768284,-0.11907723961753267,-0.40514372827392736,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2215
2,19,5,0.45475293433074754,0.34973769867210813,-0.29066092515156366,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2215
2,19,6,0.3757457540229089,0.2667521247404934,0.26462837265243616,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2215
2,20,3,0.34809151991703147,0.2929668479859013,0.1879843935526429,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2216
2,20,4,0.4036689932142554,-0.39276631703623316,0.09318409888174994,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2216
2,20,5,0.43418426138251587,-0.13766844836215894,-0.4117807318923949,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2216
2,20,6,0.31186512971274105,-0.2529973305495833,-0.18235188473259517,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2216
2,21,3,0.4411880241591028,0.2688388055558577,-0.34981790875927554,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2217
2,21,4,0.2623290581792902,0.12918327405216726,0.22831604514443582,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2217
2,21,5,0.38393681626565107,-0.38388280864608076,0.00643957375925188,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2217
2,21,6,0.40127363270586497,-0.3419328300061533,-0.21000587627241407,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2217
2,22,3,0.32391240121584636,0.11176149765388306,0.3040207415680327,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2218
2,22,4,0.4660229078715071,0.3384056232893189,-0.3204044081893736,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2218
2,22,5,0.3060717548866085,-0.2935439017073097,-0.08667120000217755,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2218
2,22,6,0.27732065626698227,-0.07715396527400115,-0.2663719430323846,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2218
2,23,3,0.166700563280269,-0.08605763782752969,-0.14276960730318164,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2219
2,23,4,0.334676101716981,-0.28178047734683176,-0.1805764537437443,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2219
2,23,5,0.500986667348383,-0.1030823689921348,0.4902669334799246,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2219
2,23,6,0.3430358599939609,-0.26352887283980664,0.21960449544938143,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2219
2,24,3,0.5356916185596035,-0.5163004504543905,-0.1428263107960192,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2220
2,24,4,0.51779820798505,-0.3499807130498951,-0.3816130038214319,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2220
2,24,5,0.17650719494763203,0.06303947887321597,0.16486604857178672,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2220
2,24,6,0.23552901724537909,0.16860422107943818,-0.16445830656664936,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2220
2,25,3,0.38967973164469855,-0.24748373030813473,-0.30100182140222126,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2221
2,25,4,0.45942636679439186,0.24921491169266505,-0.3859592132543441,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2221
2,25,5,0.2815102833439214,0.27931382834511376,-0.03509736348461563,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2221
2,25,6,0.4283511396275934,-0.23532220288094433,0.35792200218974757,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2221
2,26,3,0.5273268052217174,-0.5211937552271118,-0.08019120286917121,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2222
2,26,4,0.09021279100694642,-0.08540331832499365,0.02906236191954803,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2222
2,26,5,0.2687787492617199,0.15460905349880982,0.21985917454338053,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2222
2,26,6,0.4528607318476982,0.4517695100836866,0.03141897847445933,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2222
2,27,3,0.3830588929587221,-0.22213816502802317,0.3120717082863239,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2223
2,27,4,0.4269231363833299,-0.4173247646408394,0.09001891577244935,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2223
2,27,5,0.23466666210976878,-0.11854847736683116,-0.2025208651466468,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2223
2,27,6,0.3955265949958995,0.3871097894471804,-0.08116217261267702,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2223
2,28,3,0.2842392574301348,0.20848410191037148,0.19320024512163608,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2224
2,28,4,0.3897759552813136,-0.38342923347362873,-0.07005225359177268,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2224
2,28,5,0.09053156395849625,-0.09052125501391144,0.0013661857405606053,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2224
2,28,6,0.5057156098392974,0.16089516169874307,-0.4794382389600018,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2224
2,29,3,0.2624200754949195,0.08971677696394194,0.24660737205923416,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2225
2,29,4,0.484044802187212,-0.48392037913413033,0.010974387597346914,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2225
2,29,5,0.37274738108290995,-0.2619835341876805,-0.26515134907954085,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2225
2,29,6,0.36418344858770796,0.22849410123101074,-0.2835842554301426,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2225
2,30,3,0.453477183965594,-0.3533311246060975,-0.28425107345787737,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2226
2,30,4,0.26650120180301845,-0.26370029745546797,-0.03853626453551083,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2226
2,30,5,0.3743858211067937,0.24067318471422397,0.28677719784759936,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2226
2,30,6,0.36762721410225435,0.3605184017272661,0.07194616434947934,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2226
2,31,3,0.4947128361119716,-0.2620275573277812,-0.41962167414801965,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2227
2,31,4,0.3947737747804993,0.2728006710498906,-0.28535263645036424,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2227
2,31,5,0.4116984131959606,-0.3760435092128864,0.16759135600301647,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2227
2,31,6,0.20087438937585203,-0.08991452717214132,0.17962710850685001,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2227
2,32,3,0.4652024787393463,-0.46474768620520496,-0.02056536875770254,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2228
2,32,4,0.2845163720778707,-0.23310460774305547,0.1631312595099714,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2228
2,32,5,0.10841449884782538,0.06202781096179593,0.08891711999223119,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2228
2,32,6,0.24183107190260505,-0.06933123959446715,-0.23167962049748253,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2228
2,33,3,0.43624321069308697,-0.09856850008089656,-0.42496163317129626,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2229
2,33,4,0.25280844770854033,-0.2504309501434795,0.034589744766850714,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2229
2,33,5,0.08830934590471322,0.062231975292962684,0.06265558095855764,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2229
2,33,6,0.40254455665414857,-0.05382744265694511,0.3989294756080306,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2229
2,34,3,0.4308800622158792,0.4300371175549361,0.026938922402389646,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2230
2,34,4,0.38390360897831716,0.19095237184008562,-0.3330453012357663,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2230
2,34,5,0.4228502319650346,-0.32478693614731796,0.2707688401218308,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2230
2,34,6,0.38363001803068525,-0.3170710048667968,-0.21595825663072857,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2230
2,35,3,0.36390854068662737,0.3575301507910724,-0.06783522138228572,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2231
2,35,4,0.25100130447396496,-0.10659080644179807,0.2272444825066589,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2231
2,35,5,0.4302787309622971,-0.42159818243543185,-0.08599278391623989,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2231
2,35,6,0.3285727639215495,-0.31968254089620685,0.07591530963640546,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2231
2,36,3,0.38522223611462464,-0.38043327844501784,-0.06055321501561333,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2232
2,36,4,0.3565490030015695,-0.2822251789706092,0.21789020146950341,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2232
2,36,5,0.3952319725429715,0.37239692986798956,-0.13239652089501375,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2232
2,36,6,0.483339846699981,0.34452998690354497,0.33899335617708537,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2232
2,37,3,0.2728478294576854,0.17493096692694163,-0.20939220341210277,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2233
2,37,4,0.46359790505410564,-0.4582785192310689,-0.07002725456516488,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2233
2,37,5,0.2945907177407306,-0.18743870032751786,-0.22726729768827225,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2233
2,37,6,0.2809561669463675,-0.01636001129613201,0.28047944269693914,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2233
2,38,3,0.2557885862264095,0.009689423170243253,0.2556049997991692,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2234
2,38,4,0.35655222100236067,-0.32366963978154534,-0.14955751597763625,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2234
2,38,5,0.4255036716248362,-0.015578785015112643,-0.42521838627188896,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2234
2,38,6,0.24493016851721386,0.04045994020699984,-0.24156527210738876,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2234
2,39,3,0.32245199868647734,-0.02720048258971154,0.32130270027466434,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2235
2,39,4,0.4840385227331569,0.2801650832094096,-0.3947161228528187,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2235
2,39,5,0.3738936986456182,-0.018212578398034463,-0.3734498625987106,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2235
2,39,6,0.32438480205697223,-0.27572008086593935,-0.17089159374533588,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2235
2,40,3,0.4447504042574997,-0.06706678369151274,0.4396646092335443,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2236
2,40,4,0.33451693204843364,-0.1921985420931806,-0.27379061021947454,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2236
2,40,5,0.03125993266995079,0.023693684033510284,-0.02039099623485907,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2236
2,40,6,0.35056746702692443,-0.34211866146272935,-0.07650078703271052,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2236
2,41,3,0.30722151645446427,0.302689948826453,-0.05257237917404859,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2237
2,41,4,0.32449286476045075,-0.05742286478160228,-0.31937162347446896,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2237
2,41,5,0.22951085373281382,-0.21184967184287523,-0.08828900566452838,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2237
2,41,6,0.17174222831172245,-0.13258230672540278,0.10916650094624732,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2237
2,42,3,0.47980884953944425,0.08803054541018765,-0.47166423986894523,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2238
2,42,4,0.474361908594928,-0.33054817238669404,-0.3402309892670554,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2238
2,42,5,0.3151956857014155,-0.24212888499620874,0.20179673767253575,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2238
2,42,6,0.1437485089776521,0.05324011228340967,0.13352574387490995,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2238
2,43,3,0.4712618909221413,0.2696129160913712,-0.3865186222062521,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2239
2,43,4,0.14583702349611063,0.13635654355775756,0.05172359665748795,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2239
2,43,5,0.37047358413277837,-0.22956566533454015,0.2907753116062241,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2239
2,43,6,0.18887945136063308,-0.1734499026896459,0.07477017054444987,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2239
2,44,3,0.45821893055631324,0.3351846909189081,0.3124352913704972,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2240
2,44,4,0.44824172003418766,-0.047823650397048105,-0.445683226116833,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2240
2,44,5,0.5378178519514898,-0.5361503896636871,-0.04231786314537979,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2240
2,44,6,0.4490588597083927,-0.4291645495466164,0.13218036501330924,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2240
2,45,3,0.36589132566651095,0.13576256499210035,-0.3397719649187709,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2241
2,45,4,0.39145439252380076,-0.2153081399794648,-0.32692345630860004,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2241
2,45,5,0.3560653576942297,-0.3435903960873425,-0.09342472192339066,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2241
2,45,6,0.25589980522302974,-0.2130380655237846,0.14177268055259526,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2241
2,46,3,0.47709276332522454,-0.47320291952291227,-0.06079886324834496,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2242
2,46,4,0.35009060831490413,0.12128352770768064,-0.32841093151276174,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2242
2,46,5,0.35670055415908575,-0.26818462453101594,-0.235185655392834,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2242
2,46,6,0.30755926404494927,-0.12919732016638175,-0.27910706433499005,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2242
2,47,3,0.4238909011254142,0.31689355555435567,-0.28153502536102715,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2243
2,47,4,0.217348994293312,0.20292977294397602,-0.07784659641384795,spurious,45,200,198,3,7,0.99,0.02,40.0,1.0,gaussian,2243
