trial_id,component_id,is_true,exact_mode_norm,ssl_clean,ssl_perturbed,esl,rsln_clean,rsln_perturbed,reln,snr_db,noise_model
7,4,0,0.996825379,0.996782386,0.996785633,0.04798809,0.99995687,0.999960127,0.048140919,0,gaussian
7,5,0,0.99600038,0.995889258,0.995869869,0.022028054,0.999888432,0.999868965,0.022116512,0,gaussian
7,6,0,0.997345852,0.997317306,0.997316377,0.054030149,0.999971379,0.999970447,0.054173935,0,gaussian
7,7,0,0.992184534,0.992133363,0.992123447,0.05208799,0.999948426,0.999938432,0.052498288,0,gaussian
7,8,0,0.994448369,0.994372457,0.994366179,0.05304229,0.999923664,0.999917351,0.053338405,0,gaussian
7,9,0,0.994876374,0.994338656,0.994596365,0.02061673,0.999459513,0.999718549,0.020722906,0,gaussian
7,10,1,0.961560307,0.086346147,0.004503992,0.004194761,0.089797952,0.004684046,0.004362452,0,gaussian
7,11,1,0.96668628,0.087765663,0.004851243,0.003053763,0.090790223,0.005018425,0.003159001,0,gaussian
7,12,1,0.966411395,0.102417585,0.005036169,0.004248646,0.105977212,0.005211206,0.004396312,0,gaussian
7,13,1,0.964556516,0.122290044,0.006617722,0.005005119,0.1267837,0.006860896,0.005189036,0,gaussian
7,14,1,0.96497076,0.098980829,0.00564468,0.00467686,0.102573915,0.005849586,0.004846634,0,gaussian
8,0,0,0.992999061,0.99297966,0.992969677,0.104072866,0.999980462,0.999970408,0.104806611,0,gaussian
8,1,0,0.997947769,0.997920209,0.997934079,0.097705921,0.999972384,0.999986283,0.097906849,0,gaussian
8,2,0,0.995090046,0.995073605,0.995078314,0.091586055,0.999983478,0.99998821,0.092037957,0,gaussian
8,3,0,0.997060038,0.997024419,0.997029979,0.013913155,0.999964276,0.999969852,0.013954179,0,gaussian
8,4,0,0.995370971,0.995345974,0.995342528,0.036425295,0.999974887,0.999971425,0.036594693,0,gaussian
8,5,0,0.99236115,0.992286938,0.992331109,0.416664584,0.999925216,0.999969727,0.419871923,0,gaussian
8,6,0,0.998128738,0.998067189,0.998050339,0.01636051,0.999938336,0.999921455,0.016391182,0,gaussian
8,7,0,0.996942613,0.996877754,0.996835373,0.027972284,0.999934943,0.999892432,0.028058069,0,gaussian
8,8,0,0.989605929,0.989360383,0.989474639,0.221203739,0.999751875,0.999867331,0.223527095,0,gaussian
8,9,0,0.996137085,0.994973751,0.995325347,0.041338794,0.998832155,0.999185115,0.041499101,0,gaussian
8,10,1,0.963741992,0.11289884,0.00547077,0.00436149,0.117146333,0.005676592,0.004525578,0,gaussian
8,11,1,0.960235474,0.11924881,0.0050254,0.004636322,0.124187049,0.005233508,0.004828318,0,gaussian
8,12,1,0.965057171,0.151752764,0.007180166,0.005436363,0.157247434,0.007440146,0.005633203,0,gaussian
8,13,1,0.969137062,0.152532581,0.006088388,0.004615231,0.157390102,0.006282277,0.004762207,0,gaussian
8,14,1,0.966683368,0.185755943,0.007283484,0.005345641,0.192158001,0.007534508,0.005529878,0,gaussian
9,0,0,0.992312161,0.992257221,0.992260966,0.130033777,0.999944635,0.999948409,0.131041201,0,gaussian
9,1,0,0.994981809,0.994930085,0.994945371,0.067840269,0.999948014,0.999963378,0.068182421,0,gaussian
9,2,0,0.99853182,0.998498884,0.998512202,0.015402001,0.999967016,0.999980353,0.015424647,0,gaussian
9,3,0,0.998492755,0.998457501,0.998468734,0.036335657,0.999964693,0.999975943,0.036390506,0,gaussian
9,4,0,0.994128531,0.994059599,0.994093694,0.340438572,0.999930661,0.999964958,0.342449252,0,gaussian
9,5,0,0.992769003,0.992714361,0.992712557,0.102542355,0.99994496,0.999943144,0.103289239,0,gaussian
9,6,0,0.996114464,0.995954772,0.996002133,0.052405101,0.999839685,0.99988723,0.052609517,0,gaussian
9,7,0,0.998084825,0.997934869,0.997961241,0.012018515,0.999849757,0.999876179,0.012041577,0,gaussian
9,8,0,0.997979595,0.997759978,0.997762868,0.012041489,0.999779939,0.999782834,0.012065867,0,gaussian
9,9,0,0.996997682,0.996622885,0.996519719,0.026522988,0.999624074,0.999520598,0.026602858,0,gaussian
9,10,1,0.963143236,0.083636609,0.004475119,0.0037962,0.086837146,0.004646369,0.00394147,0,gaussian
9,11,1,0.964738868,0.093369405,0.004652292,0.003641463,0.09678205,0.004822333,0.003774558,0,gaussian
9,12,1,0.966143246,0.13138404,0.007752558,0.005786549,0.135988158,0.008024232,0.005989328,0,gaussian
9,13,1,0.967766088,0.111500136,0.006663242,0.004810324,0.115213931,0.006885178,0.004970544,0,gaussian
9,14,1,0.966666682,0.123200519,0.007531814,0.00546518,0.127448811,0.007791532,0.005653634,0,gaussian
10,0,0,0.994798354,0.994770291,0.994771345,0.028346068,0.99997179,0.999972849,0.028494285,0,gaussian
10,1,0,0.993424883,0.993390411,0.993395068,0.086437135,0.9999653,0.999969988,0.087009231,0,gaussian
10,2,0,0.998549387,0.998540514,0.99854022,0.018294681,0.999991114,0.99999082,0.018321258,0,gaussian
10,3,0,0.996399152,0.996375381,0.996375027,0.017438264,0.999976143,0.999975788,0.017501284,0,gaussian
10,4,0,0.99737141,0.997297453,0.997286147,0.018840188,0.999925848,0.999914513,0.018889841,0,gaussian
10,5,0,0.997294231,0.997249574,0.997244517,0.024841308,0.999955222,0.99995015,0.024908705,0,gaussian
10,6,0,0.995967201,0.995927222,0.995924279,0.040362511,0.999959859,0.999956905,0.040525944,0,gaussian
10,7,0,0.998431011,0.998368134,0.998387247,0.043465029,0.999937024,0.999956168,0.043533332,0,gaussian
10,8,0,0.991813582,0.991764156,0.991750488,0.421439091,0.999950166,0.999936385,0.424917644,0,gaussian
10,9,0,0.993867307,0.992652216,0.992427127,0.026011874,0.998777411,0.998550933,0.026172381,0,gaussian
10,10,1,0.960759414,0.099491078,0.005857488,0.004854214,0.103554621,0.006096727,0.005052476,0,gaussian
10,11,1,0.96383949,0.103502882,0.007014487,0.005839874,0.107386015,0.00727765,0.006058969,0,gaussian
10,12,1,0.961438741,0.098703866,0.006496642,0.004625141,0.102662668,0.006757208,0.004810646,0,gaussian
10,13,1,0.962895549,0.133481152,0.007812979,0.006643915,0.138624747,0.008114047,0.006899933,0,gaussian
10,14,1,0.962983437,0.145124455,0.008151455,0.006630592,0.15070296,0.008464792,0.006885469,0,gaussian
11,0,0,0.995584483,0.995577182,0.995577129,0.010972937,0.999992666,0.999992614,0.011021603,0,gaussian
11,1,0,0.995269986,0.995237996,0.995233938,0.07533066,0.999967858,0.999963781,0.075688668,0,gaussian
11,2,0,0.996090098,0.996030777,0.996038688,0.033210898,0.999940446,0.999948388,0.033341259,0,gaussian
11,3,0,0.997269838,0.997244598,0.997249309,0.053736422,0.999974691,0.999979415,0.053883532,0,gaussian
11,4,0,0.995686703,0.995670079,0.995674497,0.029351219,0.999983304,0.999987742,0.029478368,0,gaussian
11,5,0,0.995614529,0.99556451,0.995550913,0.02243482,0.999949761,0.999936104,0.022533641,0,gaussian
11,6,0,0.996032374,0.995958057,0.995985277,0.016783756,0.999925387,0.999952716,0.016850613,0,gaussian
11,7,0,0.994478355,0.994445864,0.994437214,0.030333733,0.999967328,0.99995863,0.030502155,0,gaussian
11,8,0,0.993160076,0.992986135,0.992941126,0.023934758,0.999824861,0.999779543,0.024099597,0,gaussian
11,9,1,0.963060279,0.106112392,0.006008866,0.004635527,0.110182503,0.006239346,0.00481333,0,gaussian
11,10,1,0.964559099,0.132465742,0.006884342,0.005402194,0.137332946,0.007137294,0.005600687,0,gaussian
11,11,1,0.968146969,0.159818084,0.008493404,0.005870745,0.165076263,0.008772846,0.006063899,0,gaussian
11,12,1,0.965629122,0.098809618,0.004857792,0.003682677,0.102326676,0.005030702,0.003813759,0,gaussian
11,13,1,0.963272483,0.130412642,0.00732951,0.005904774,0.135384996,0.007608968,0.006129911,0,gaussian
11,14,0,0.999208277,0.998826718,0.998913955,0.02065856,0.999618139,0.999705444,0.020674929,0,gaussian
12,0,0,0.997161801,0.9971375,0.997144953,0.019779166,0.99997563,0.999983103,0.019835463,0,gaussian
12,1,0,0.994446971,0.994432148,0.994426169,0.124817782,0.999985095,0.999979082,0.125514769,0,gaussian
12,2,0,0.995625718,0.995602702,0.995610661,0.071031862,0.999976883,0.999984877,0.071343941,0,gaussian
12,3,0,0.994416952,0.994404316,0.994406972,0.081712763,0.999987293,0.999989964,0.08217153,0,gaussian
12,4,0,0.997100481,0.997090195,0.997082427,0.021578248,0.999989684,0.999981893,0.021640996,0,gaussian
12,5,0,0.993147292,0.99312868,0.993123439,0.074540389,0.99998126,0.999975982,0.075054717,0,gaussian
12,6,0,0.995240753,0.995177494,0.995196013,0.023185126,0.999936438,0.999955046,0.023295997,0,gaussian
12,7,0,0.992119368,0.992077793,0.991989602,0.058805185,0.999958095,0.999869203,0.059272288,0,gaussian
12,8,0,0.99774494,0.997662324,0.997626074,0.022197597,0.999917198,0.999880866,0.022247767,0,gaussian
12,9,0,0.993828125,0.992058391,0.991403002,0.019353342,0.998219275,0.997559816,0.01947353,0,gaussian
12,10,1,0.963954174,0.086554988,0.004846637,0.003992378,0.089791601,0.00502787,0.004141667,0,gaussian
12,11,1,0.964930266,0.118925454,0.006947296,0.003641405,0.123247719,0.007199791,0.003773749,0,gaussian
12,12,1,0.963033846,0.123185433,0.007524056,0.005687967,0.127913919,0.007812867,0.005906301,0,gaussian
12,13,1,0.967005741,0.13020472,0.008117548,0.004848377,0.134647308,0.008394519,0.005013804,0,gaussian
12,14,1,0.965568671,0.127222866,0.008070425,0.005402428,0.131759521,0.00835821,0.005595074,0,gaussian
13,0,0,0.998962341,0.998952397,0.998952185,0.021317322,0.999990046,0.999989834,0.021339465,0,gaussian
13,1,0,0.994333976,0.994283002,0.994255047,0.076903558,0.999948736,0.999920621,0.077341778,0,gaussian
13,2,0,0.993940783,0.993907081,0.993929355,0.095499673,0.999966093,0.999988502,0.096081853,0,gaussian
13,3,0,0.994176642,0.994157221,0.994150132,0.034791685,0.999980466,0.999973335,0.034995476,0,gaussian
13,4,0,0.991407968,0.991370799,0.991392862,0.167424588,0.999962509,0.999984763,0.168875572,0,gaussian
13,5,0,0.988925741,0.988888061,0.988905084,0.305244289,0.999961898,0.999979112,0.308662497,0,gaussian
13,6,0,0.996191803,0.996137855,0.996139773,0.047648114,0.999945846,0.999947771,0.047830261,0,gaussian
13,7,0,0.994999852,0.994940464,0.994904455,0.027320221,0.999940314,0.999904124,0.027457512,0,gaussian
13,8,0,0.992758849,0.992539759,0.992675433,0.26141918,0.999779313,0.999915976,0.263325963,0,gaussian
13,9,0,0.993807742,0.993561274,0.99358143,0.069277328,0.999751997,0.999772278,0.069708984,0,gaussian
13,10,1,0.961966092,0.120271722,0.007188441,0.005676726,0.125026987,0.007472655,0.005901171,0,gaussian
13,11,1,0.963206569,0.101044726,0.007749237,0.005096452,0.104904524,0.008045249,0.005291131,0,gaussian
13,12,1,0.96531244,0.128943009,0.008810212,0.006492689,0.13357645,0.009126798,0.006725998,0,gaussian
13,13,1,0.968284205,0.147545403,0.009505658,0.005197006,0.152378199,0.009817012,0.005367232,0,gaussian
13,14,1,0.967428294,0.147347991,0.012274194,0.007058716,0.152308954,0.012687446,0.007296371,0,gaussian
14,0,0,0.994283319,0.994238889,0.994257671,0.036343798,0.999955315,0.999974205,0.036552759,0,gaussian
14,1,0,0.995542629,0.995501314,0.995502311,0.042438843,0.999958501,0.999959501,0.042628855,0,gaussian
14,2,0,0.996938961,0.996919841,0.996919841,0.025809911,0.999980821,0.999980821,0.025889159,0,gaussian
14,3,0,0.987471718,0.987250566,0.987403486,0.822810721,0.999776042,0.999930902,0.833249911,0,gaussian
14,4,0,0.997833307,0.997776101,0.997781548,0.051906979,0.99994267,0.999948129,0.05201969,0,gaussian
14,5,0,0.997363558,0.997295466,0.997306471,0.077778812,0.999931728,0.999942762,0.077984413,0,gaussian
14,6,0,0.997385672,0.99722915,0.997134786,0.009590101,0.999843068,0.999748457,0.009615238,0,gaussian
14,7,0,0.997295916,0.997223523,0.9971096,0.01427731,0.999927411,0.999813178,0.014316021,0,gaussian
14,8,0,0.996470554,0.996089975,0.99625714,0.013592239,0.999618073,0.99978583,0.013640382,0,gaussian
14,9,0,0.995345757,0.994327308,0.994743399,0.030430346,0.998976789,0.999394825,0.030572638,0,gaussian
14,10,1,0.962295024,0.11087577,0.005360573,0.00506894,0.115220142,0.005570613,0.005267553,0,gaussian
14,11,1,0.96411664,0.129548481,0.007570603,0.006743743,0.134370132,0.007852372,0.006994738,0,gaussian
14,12,1,0.96765652,0.109398263,0.00752494,0.004063794,0.11305485,0.007776457,0.004199625,0,gaussian
14,13,1,0.966660869,0.113666195,0.007435212,0.005843437,0.117586424,0.007691645,0.006044971,0,gaussian
14,14,1,0.966141008,0.143001575,0.009229534,0.006395568,0.148013151,0.009552989,0.006619704,0,gaussian
15,0,0,0.995806363,0.995770468,0.995768321,0.045821233,0.999963954,0.999961798,0.0460142,0,gaussian
15,1,0,0.995939447,0.995898341,0.995893801,0.017998423,0.999958726,0.999954168,0.018071804,0,gaussian
15,2,0,0.996845204,0.996827015,0.996833664,0.035236969,0.999981753,0.999988423,0.035348486,0,gaussian
15,3,0,0.992396699,0.992386593,0.99238078,0.240722786,0.999989817,0.999983959,0.242567097,0,gaussian
15,4,0,0.99501622,0.995005925,0.994997647,0.080165144,0.999989653,0.999981334,0.080566671,0,gaussian
15,5,0,0.997775252,0.997764465,0.997750578,0.030360032,0.99998919,0.999975272,0.030427726,0,gaussian
15,6,0,0.990946203,0.990892828,0.990868109,0.186004097,0.999946138,0.999921193,0.187703527,0,gaussian
15,7,0,0.988424292,0.988283705,0.988243966,0.370770409,0.999857766,0.999817561,0.375112602,0,gaussian
15,8,0,0.986211912,0.985858296,0.985881257,0.662948845,0.99964144,0.999664722,0.672217439,0,gaussian
15,9,1,0.964196138,0.105822087,0.007924282,0.00482847,0.109751619,0.008218537,0.005007767,0,gaussian
15,10,0,0.992802457,0.989860102,0.987305215,0.10497905,0.997036313,0.994462904,0.105740119,0,gaussian
15,11,1,0.965861942,0.161697322,0.03347559,0.00503743,0.167412458,0.034658774,0.005215477,0,gaussian
15,12,1,0.966017076,0.156332298,0.012390157,0.007015974,0.161831817,0.012826023,0.007262784,0,gaussian
15,13,1,0.961176852,0.179204336,0.021189985,0.008065019,0.186442626,0.022045875,0.008390775,0,gaussian
