snr_db,freq_sep,eig_mag,eig_mag_spread,rho_mode,delays_over_timesteps,num_delays,temporal_dim,spatial_dim,num_modes,top_amplitude,max_rank,artificial_damping,n_iter,dt,noise_mode,base_random_seed,random_seed,method,abs_diff_mean,abs_diff_std,bias_frac_over,bias_frac_under,bias_skewness,order_hit_prob,mean_time_sec,precision,recall,f1,accuracy,tp,fp,fn,tn,max_pa_clean_mean,max_pa_clean_std,sine_max_pa_clean_mean,sine_max_pa_clean_std,mean_pa_clean_mean,mean_pa_clean_std,max_pa_practical_mean,max_pa_practical_std,sine_max_pa_practical_mean,sine_max_pa_practical_std,mean_pa_practical_mean,mean_pa_practical_std,job_id
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,3,1.0,15,1.0,500,1.0,gaussian,196,39196,NestedDMD+ESR,,,0.0,0.0,,0.0,0.3716260166168212,0.2,1.0,0.3333333333333333,0.2,1500.0,6000.0,0.0,0.0,0.3605200196044269,0.0193086119068976,0.3526949731269118,0.0180476467951262,0.2389387411713519,0.0074451112987645,0.1198495337198923,0.0118284760329266,0.1195543524359075,0.01173903006154,0.0609017702296669,0.0041875227935891,39
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,3,1.0,15,1.0,500,1.0,hetero,196,41196,NestedDMD+ESR,,,0.0,0.0,,0.0,0.3537279024124145,0.2,1.0,0.3333333333333333,0.2,1500.0,6000.0,0.0,0.0,0.3082618787521545,0.0195679006347283,0.3033445436054766,0.0186227600116543,0.1796729190921537,0.0069981104125922,0.1543881335786812,0.017269784782541,0.1537522520520595,0.0170506679871719,0.0762089480369338,0.0059295035735501,41
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,3,1.0,15,1.0,500,1.0,bi_gaussian,196,40196,STC,,,0.0,0.0,,0.0,0.4485758814811706,0.2,1.0,0.3333333333333333,0.2,1500.0,6000.0,0.0,0.0,0.3599611857344651,0.0196150708599302,0.3521702355976636,0.0183515731282485,0.2387789957608658,0.007435599386336,0.1193215762172434,0.0108112923411827,0.1190316137378141,0.0107311475519969,0.0607279795711945,0.0038970294693393,40
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,3,1.0,15,1.0,500,1.0,gaussian,196,39196,STC,,,0.0,0.0,,0.0,0.3716260166168212,0.2,1.0,0.3333333333333333,0.2,1500.0,6000.0,0.0,0.0,0.3605200196044269,0.0193086119068976,0.3526949731269118,0.0180476467951262,0.2389387411713519,0.0074451112987645,0.1198495337198923,0.0118284760329266,0.1195543524359075,0.01173903006154,0.0609017702296669,0.0041875227935891,39
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,3,1.0,15,1.0,500,1.0,hetero,196,41196,STC,,,0.0,0.0,,0.0,0.3537279024124145,0.2,1.0,0.3333333333333333,0.2,1500.0,6000.0,0.0,0.0,0.3082618787521545,0.0195679006347283,0.3033445436054766,0.0186227600116543,0.1796729190921537,0.0069981104125922,0.1543881335786812,0.017269784782541,0.1537522520520595,0.0170506679871719,0.0762089480369338,0.0059295035735501,41
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,bi_gaussian,196,43196,BIC,4.0,0.0,0.0,1.0,,0.0,0.3944544477462768,,,,,,,,,0.602924472787613,0.0370438238362594,0.5666641621690337,0.0304176679706862,0.3374745700756937,0.0098444218255101,0.3184173920301609,0.0385567297726977,0.3128271549291906,0.0364717594816083,0.1245105448955971,0.0086927372051675,43
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,gaussian,196,42196,BIC,4.0,0.0,0.0,1.0,,0.0,0.308789342880249,,,,,,,,,0.6003339651059735,0.0347268305675907,0.5645758893071613,0.0285023924513951,0.3362664382216995,0.0090890292200111,0.3161542391603031,0.0352932562581925,0.3107168012373852,0.03341731336827,0.1237776189657776,0.0080484208679366,42
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,hetero,196,44196,BIC,4.0,0.0,0.0,1.0,,0.0,0.3196572289466858,,,,,,,,,0.681052818981867,0.0755268537539263,0.6277744776124866,0.0569507384544834,0.2984593365113031,0.0167153451763395,0.527214209664541,0.0892291635522555,0.5010418605372697,0.074926040123788,0.1834405610839656,0.0191138302356342,44
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,bi_gaussian,196,43196,ESR-Energy,0.576,0.5101215541417554,0.0,0.568,0.1263319742839361,0.432,0.3944544477462768,1.0,0.8848,0.9388794567062818,0.9616,2212.0,0.0,288.0,5000.0,0.602924472787613,0.0370438238362594,0.5666641621690337,0.0304176679706862,0.3374745700756937,0.0098444218255101,0.3184173920301609,0.0385567297726977,0.3128271549291906,0.0364717594816083,0.1245105448955971,0.0086927372051675,43
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,gaussian,196,42196,ESR-Energy,0.61,0.5117616632769594,0.0,0.598,0.1809888181334783,0.402,0.308789342880249,1.0,0.878,0.9350372736954208,0.9593333333333334,2195.0,0.0,305.0,5000.0,0.6003339651059735,0.0347268305675907,0.5645758893071613,0.0285023924513951,0.3362664382216995,0.0090890292200111,0.3161542391603031,0.0352932562581925,0.3107168012373852,0.03341731336827,0.1237776189657776,0.0080484208679366,42
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,hetero,196,44196,ESR-Energy,0.8,0.5253570214625479,0.0,0.742,0.1820708013890369,0.258,0.3196572289466858,1.0,0.84,0.9130434782608696,0.9466666666666668,2100.0,0.0,400.0,5000.0,0.681052818981867,0.0755268537539263,0.6277744776124866,0.0569507384544834,0.2984593365113031,0.0167153451763395,0.527214209664541,0.0892291635522555,0.5010418605372697,0.074926040123788,0.1834405610839656,0.0191138302356342,44
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,bi_gaussian,196,43196,ExactModeNorm,0.014,0.1174904251417961,0.0,0.014,-8.273014578225576,0.986,0.3944544477462768,1.0,0.9972,0.998598037252153,0.9990666666666668,2493.0,0.0,7.0,5000.0,0.602924472787613,0.0370438238362594,0.5666641621690337,0.0304176679706862,0.3374745700756937,0.0098444218255101,0.3184173920301609,0.0385567297726977,0.3128271549291906,0.0364717594816083,0.1245105448955971,0.0086927372051675,43
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,gaussian,196,42196,ExactModeNorm,0.004,0.063118935352238,0.0,0.004,-15.716361413007052,0.996,0.308789342880249,1.0,0.9992,0.9995998399359745,0.9997333333333334,2498.0,0.0,2.0,5000.0,0.6003339651059735,0.0347268305675907,0.5645758893071613,0.0285023924513951,0.3362664382216995,0.0090890292200111,0.3161542391603031,0.0352932562581925,0.3107168012373852,0.03341731336827,0.1237776189657776,0.0080484208679366,42
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,hetero,196,44196,ExactModeNorm,0.51,0.4998999899979995,0.004,0.506,0.0995689566872497,0.49,0.3196572289466858,0.9991107158737216,0.8988,0.9463044851547694,0.966,2247.0,2.0,253.0,4998.0,0.681052818981867,0.0755268537539263,0.6277744776124866,0.0569507384544834,0.2984593365113031,0.0167153451763395,0.527214209664541,0.0892291635522555,0.5010418605372697,0.074926040123788,0.1834405610839656,0.0191138302356342,44
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,bi_gaussian,196,43196,FixedEigenvalueKVFit,,,0.0,0.0,,0.0,0.3944544477462768,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.602924472787613,0.0370438238362594,0.5666641621690337,0.0304176679706862,0.3374745700756937,0.0098444218255101,0.3184173920301609,0.0385567297726977,0.3128271549291906,0.0364717594816083,0.1245105448955971,0.0086927372051675,43
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,gaussian,196,42196,FixedEigenvalueKVFit,,,0.0,0.0,,0.0,0.308789342880249,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.6003339651059735,0.0347268305675907,0.5645758893071613,0.0285023924513951,0.3362664382216995,0.0090890292200111,0.3161542391603031,0.0352932562581925,0.3107168012373852,0.03341731336827,0.1237776189657776,0.0080484208679366,42
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,hetero,196,44196,FixedEigenvalueKVFit,,,0.0,0.0,,0.0,0.3196572289466858,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.681052818981867,0.0755268537539263,0.6277744776124866,0.0569507384544834,0.2984593365113031,0.0167153451763395,0.527214209664541,0.0892291635522555,0.5010418605372697,0.074926040123788,0.1834405610839656,0.0191138302356342,44
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,bi_gaussian,196,43196,FixedEigenvalueKVFit+ESR,,,0.0,0.0,,0.0,0.3944544477462768,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.602924472787613,0.0370438238362594,0.5666641621690337,0.0304176679706862,0.3374745700756937,0.0098444218255101,0.3184173920301609,0.0385567297726977,0.3128271549291906,0.0364717594816083,0.1245105448955971,0.0086927372051675,43
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,gaussian,196,42196,FixedEigenvalueKVFit+ESR,,,0.0,0.0,,0.0,0.308789342880249,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.6003339651059735,0.0347268305675907,0.5645758893071613,0.0285023924513951,0.3362664382216995,0.0090890292200111,0.3161542391603031,0.0352932562581925,0.3107168012373852,0.03341731336827,0.1237776189657776,0.0080484208679366,42
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,hetero,196,44196,FixedEigenvalueKVFit+ESR,,,0.0,0.0,,0.0,0.3196572289466858,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.681052818981867,0.0755268537539263,0.6277744776124866,0.0569507384544834,0.2984593365113031,0.0167153451763395,0.527214209664541,0.0892291635522555,0.5010418605372697,0.074926040123788,0.1834405610839656,0.0191138302356342,44
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,bi_gaussian,196,43196,GAP,3.824,0.3860362677262332,0.0,1.0,1.8054224830119217,0.0,0.3944544477462768,,,,,,,,,0.602924472787613,0.0370438238362594,0.5666641621690337,0.0304176679706862,0.3374745700756937,0.0098444218255101,0.3184173920301609,0.0385567297726977,0.3128271549291906,0.0364717594816083,0.1245105448955971,0.0086927372051675,43
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,gaussian,196,42196,GAP,3.824,0.3808201675331809,0.0,1.0,1.701590554401348,0.0,0.308789342880249,,,,,,,,,0.6003339651059735,0.0347268305675907,0.5645758893071613,0.0285023924513951,0.3362664382216995,0.0090890292200111,0.3161542391603031,0.0352932562581925,0.3107168012373852,0.03341731336827,0.1237776189657776,0.0080484208679366,42
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,hetero,196,44196,GAP,3.848,0.35902089075707,0.0,1.0,1.9386058525239,0.0,0.3196572289466858,,,,,,,,,0.681052818981867,0.0755268537539263,0.6277744776124866,0.0569507384544834,0.2984593365113031,0.0167153451763395,0.527214209664541,0.0892291635522555,0.5010418605372697,0.074926040123788,0.1834405610839656,0.0191138302356342,44
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,bi_gaussian,196,43196,NestedDMD,,,0.0,0.0,,0.0,0.3944544477462768,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.602924472787613,0.0370438238362594,0.5666641621690337,0.0304176679706862,0.3374745700756937,0.0098444218255101,0.3184173920301609,0.0385567297726977,0.3128271549291906,0.0364717594816083,0.1245105448955971,0.0086927372051675,43
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,gaussian,196,42196,NestedDMD,,,0.0,0.0,,0.0,0.308789342880249,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.6003339651059735,0.0347268305675907,0.5645758893071613,0.0285023924513951,0.3362664382216995,0.0090890292200111,0.3161542391603031,0.0352932562581925,0.3107168012373852,0.03341731336827,0.1237776189657776,0.0080484208679366,42
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,hetero,196,44196,NestedDMD,,,0.0,0.0,,0.0,0.3196572289466858,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.681052818981867,0.0755268537539263,0.6277744776124866,0.0569507384544834,0.2984593365113031,0.0167153451763395,0.527214209664541,0.0892291635522555,0.5010418605372697,0.074926040123788,0.1834405610839656,0.0191138302356342,44
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,bi_gaussian,196,43196,NestedDMD+ESR,,,0.0,0.0,,0.0,0.3944544477462768,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.602924472787613,0.0370438238362594,0.5666641621690337,0.0304176679706862,0.3374745700756937,0.0098444218255101,0.3184173920301609,0.0385567297726977,0.3128271549291906,0.0364717594816083,0.1245105448955971,0.0086927372051675,43
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,gaussian,196,42196,NestedDMD+ESR,,,0.0,0.0,,0.0,0.308789342880249,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.6003339651059735,0.0347268305675907,0.5645758893071613,0.0285023924513951,0.3362664382216995,0.0090890292200111,0.3161542391603031,0.0352932562581925,0.3107168012373852,0.03341731336827,0.1237776189657776,0.0080484208679366,42
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,hetero,196,44196,NestedDMD+ESR,,,0.0,0.0,,0.0,0.3196572289466858,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.681052818981867,0.0755268537539263,0.6277744776124866,0.0569507384544834,0.2984593365113031,0.0167153451763395,0.527214209664541,0.0892291635522555,0.5010418605372697,0.074926040123788,0.1834405610839656,0.0191138302356342,44
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,bi_gaussian,196,43196,STC,,,0.0,0.0,,0.0,0.3944544477462768,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.602924472787613,0.0370438238362594,0.5666641621690337,0.0304176679706862,0.3374745700756937,0.0098444218255101,0.3184173920301609,0.0385567297726977,0.3128271549291906,0.0364717594816083,0.1245105448955971,0.0086927372051675,43
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,gaussian,196,42196,STC,,,0.0,0.0,,0.0,0.308789342880249,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.6003339651059735,0.0347268305675907,0.5645758893071613,0.0285023924513951,0.3362664382216995,0.0090890292200111,0.3161542391603031,0.0352932562581925,0.3107168012373852,0.03341731336827,0.1237776189657776,0.0080484208679366,42
-4.0,0.01,0.98,0.0,random,0.005,1,200,220,5,1.0,15,1.0,500,1.0,hetero,196,44196,STC,,,0.0,0.0,,0.0,0.3196572289466858,0.3333333333333333,1.0,0.5,0.3333333333333333,2500.0,5000.0,0.0,0.0,0.681052818981867,0.0755268537539263,0.6277744776124866,0.0569507384544834,0.2984593365113031,0.0167153451763395,0.527214209664541,0.0892291635522555,0.5010418605372697,0.074926040123788,0.1834405610839656,0.0191138302356342,44
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,bi_gaussian,196,46196,BIC,0.056,0.2299217258111986,0.0,0.056,-3.8621839535476754,0.944,0.3119157848358154,,,,,,,,,0.1863262973990664,0.0094319076161551,0.1852418169406412,0.0092684859059093,0.1434778005985363,0.0045838653665994,0.032645162694328,0.002871836169188,0.0326392295244623,0.0028702675316599,0.0211334750690643,0.0013898372223955,46
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,gaussian,196,45196,BIC,0.072,0.2584879107424562,0.0,0.072,-3.311566864157424,0.928,0.3140071673393249,,,,,,,,,0.1862598449862374,0.0094660856393497,0.1851764355437959,0.0093008592813154,0.1435030636445917,0.0047851248387822,0.0327222763097216,0.0029153004645002,0.0327162967942488,0.0029136752027023,0.0211722697434436,0.0013914243939059,45
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,hetero,196,47196,BIC,0.134,0.3406523154185217,0.0,0.134,-2.1488185075174755,0.866,0.3115355463027954,,,,,,,,,0.1364990933876879,0.0073850352701881,0.1360718934709034,0.0073152440374988,0.0976269798583946,0.0035519826953327,0.0382828798100691,0.0036911663653895,0.038273267833223,0.0036883962475749,0.0246842637237021,0.0017839454681574,47
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,bi_gaussian,196,46196,ESR-Energy,0.0,0.0,0.0,0.0,,1.0,0.3119157848358154,1.0,1.0,1.0,1.0,1000.0,0.0,0.0,6500.0,0.1863262973990664,0.0094319076161551,0.1852418169406412,0.0092684859059093,0.1434778005985363,0.0045838653665994,0.032645162694328,0.002871836169188,0.0326392295244623,0.0028702675316599,0.0211334750690643,0.0013898372223955,46
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,gaussian,196,45196,ESR-Energy,0.0,0.0,0.0,0.0,,1.0,0.3140071673393249,1.0,1.0,1.0,1.0,1000.0,0.0,0.0,6500.0,0.1862598449862374,0.0094660856393497,0.1851764355437959,0.0093008592813154,0.1435030636445917,0.0047851248387822,0.0327222763097216,0.0029153004645002,0.0327162967942488,0.0029136752027023,0.0211722697434436,0.0013914243939059,45
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,hetero,196,47196,ESR-Energy,0.0,0.0,0.0,0.0,,1.0,0.3115355463027954,1.0,1.0,1.0,1.0,1000.0,0.0,0.0,6500.0,0.1364990933876879,0.0073850352701881,0.1360718934709034,0.0073152440374988,0.0976269798583946,0.0035519826953327,0.0382828798100691,0.0036911663653895,0.038273267833223,0.0036883962475749,0.0246842637237021,0.0017839454681574,47
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,bi_gaussian,196,46196,ExactModeNorm,0.0,0.0,0.0,0.0,,1.0,0.3119157848358154,1.0,1.0,1.0,1.0,1000.0,0.0,0.0,6500.0,0.1863262973990664,0.0094319076161551,0.1852418169406412,0.0092684859059093,0.1434778005985363,0.0045838653665994,0.032645162694328,0.002871836169188,0.0326392295244623,0.0028702675316599,0.0211334750690643,0.0013898372223955,46
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,gaussian,196,45196,ExactModeNorm,0.0,0.0,0.0,0.0,,1.0,0.3140071673393249,1.0,1.0,1.0,1.0,1000.0,0.0,0.0,6500.0,0.1862598449862374,0.0094660856393497,0.1851764355437959,0.0093008592813154,0.1435030636445917,0.0047851248387822,0.0327222763097216,0.0029153004645002,0.0327162967942488,0.0029136752027023,0.0211722697434436,0.0013914243939059,45
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,hetero,196,47196,ExactModeNorm,0.0,0.0,0.0,0.0,,1.0,0.3115355463027954,1.0,1.0,1.0,1.0,1000.0,0.0,0.0,6500.0,0.1364990933876879,0.0073850352701881,0.1360718934709034,0.0073152440374988,0.0976269798583946,0.0035519826953327,0.0382828798100691,0.0036911663653895,0.038273267833223,0.0036883962475749,0.0246842637237021,0.0017839454681574,47
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,bi_gaussian,196,46196,FixedEigenvalueKVFit,,,0.0,0.0,,0.0,0.3119157848358154,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1863262973990664,0.0094319076161551,0.1852418169406412,0.0092684859059093,0.1434778005985363,0.0045838653665994,0.032645162694328,0.002871836169188,0.0326392295244623,0.0028702675316599,0.0211334750690643,0.0013898372223955,46
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,gaussian,196,45196,FixedEigenvalueKVFit,,,0.0,0.0,,0.0,0.3140071673393249,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1862598449862374,0.0094660856393497,0.1851764355437959,0.0093008592813154,0.1435030636445917,0.0047851248387822,0.0327222763097216,0.0029153004645002,0.0327162967942488,0.0029136752027023,0.0211722697434436,0.0013914243939059,45
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,hetero,196,47196,FixedEigenvalueKVFit,,,0.0,0.0,,0.0,0.3115355463027954,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1364990933876879,0.0073850352701881,0.1360718934709034,0.0073152440374988,0.0976269798583946,0.0035519826953327,0.0382828798100691,0.0036911663653895,0.038273267833223,0.0036883962475749,0.0246842637237021,0.0017839454681574,47
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,bi_gaussian,196,46196,FixedEigenvalueKVFit+ESR,,,0.0,0.0,,0.0,0.3119157848358154,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1863262973990664,0.0094319076161551,0.1852418169406412,0.0092684859059093,0.1434778005985363,0.0045838653665994,0.032645162694328,0.002871836169188,0.0326392295244623,0.0028702675316599,0.0211334750690643,0.0013898372223955,46
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,gaussian,196,45196,FixedEigenvalueKVFit+ESR,,,0.0,0.0,,0.0,0.3140071673393249,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1862598449862374,0.0094660856393497,0.1851764355437959,0.0093008592813154,0.1435030636445917,0.0047851248387822,0.0327222763097216,0.0029153004645002,0.0327162967942488,0.0029136752027023,0.0211722697434436,0.0013914243939059,45
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,hetero,196,47196,FixedEigenvalueKVFit+ESR,,,0.0,0.0,,0.0,0.3115355463027954,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1364990933876879,0.0073850352701881,0.1360718934709034,0.0073152440374988,0.0976269798583946,0.0035519826953327,0.0382828798100691,0.0036911663653895,0.038273267833223,0.0036883962475749,0.0246842637237021,0.0017839454681574,47
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,bi_gaussian,196,46196,GAP,0.928,0.2584879107424562,0.0,0.928,3.311566864157426,0.072,0.3119157848358154,,,,,,,,,0.1863262973990664,0.0094319076161551,0.1852418169406412,0.0092684859059093,0.1434778005985363,0.0045838653665994,0.032645162694328,0.002871836169188,0.0326392295244623,0.0028702675316599,0.0211334750690643,0.0013898372223955,46
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,gaussian,196,45196,GAP,0.936,0.2447529366524536,0.0,0.936,3.5627764550103427,0.064,0.3140071673393249,,,,,,,,,0.1862598449862374,0.0094660856393497,0.1851764355437959,0.0093008592813154,0.1435030636445917,0.0047851248387822,0.0327222763097216,0.0029153004645002,0.0327162967942488,0.0029136752027023,0.0211722697434436,0.0013914243939059,45
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,hetero,196,47196,GAP,0.964,0.1862900963551202,0.0,0.964,4.981477910833092,0.036,0.3115355463027954,,,,,,,,,0.1364990933876879,0.0073850352701881,0.1360718934709034,0.0073152440374988,0.0976269798583946,0.0035519826953327,0.0382828798100691,0.0036911663653895,0.038273267833223,0.0036883962475749,0.0246842637237021,0.0017839454681574,47
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,bi_gaussian,196,46196,NestedDMD,,,0.0,0.0,,0.0,0.3119157848358154,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1863262973990664,0.0094319076161551,0.1852418169406412,0.0092684859059093,0.1434778005985363,0.0045838653665994,0.032645162694328,0.002871836169188,0.0326392295244623,0.0028702675316599,0.0211334750690643,0.0013898372223955,46
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,gaussian,196,45196,NestedDMD,,,0.0,0.0,,0.0,0.3140071673393249,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1862598449862374,0.0094660856393497,0.1851764355437959,0.0093008592813154,0.1435030636445917,0.0047851248387822,0.0327222763097216,0.0029153004645002,0.0327162967942488,0.0029136752027023,0.0211722697434436,0.0013914243939059,45
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,hetero,196,47196,NestedDMD,,,0.0,0.0,,0.0,0.3115355463027954,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1364990933876879,0.0073850352701881,0.1360718934709034,0.0073152440374988,0.0976269798583946,0.0035519826953327,0.0382828798100691,0.0036911663653895,0.038273267833223,0.0036883962475749,0.0246842637237021,0.0017839454681574,47
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,bi_gaussian,196,46196,NestedDMD+ESR,,,0.0,0.0,,0.0,0.3119157848358154,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1863262973990664,0.0094319076161551,0.1852418169406412,0.0092684859059093,0.1434778005985363,0.0045838653665994,0.032645162694328,0.002871836169188,0.0326392295244623,0.0028702675316599,0.0211334750690643,0.0013898372223955,46
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,gaussian,196,45196,NestedDMD+ESR,,,0.0,0.0,,0.0,0.3140071673393249,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1862598449862374,0.0094660856393497,0.1851764355437959,0.0093008592813154,0.1435030636445917,0.0047851248387822,0.0327222763097216,0.0029153004645002,0.0327162967942488,0.0029136752027023,0.0211722697434436,0.0013914243939059,45
-2.0,0.01,0.98,0.0,random,0.005,1,200,220,2,1.0,15,1.0,500,1.0,hetero,196,47196,NestedDMD+ESR,,,0.0,0.0,,0.0,0.3115355463027954,0.1333333333333333,1.0,0.2352941176470588,0.1333333333333333,1000.0,6500.0,0.0,0.0,0.1364990933876879,0.0073850352701881,0.1360718934709034,0.0073152440374988,0.0976269798583946,0.0035519826953327,0.0382828798100691,0.0036911663653895,0.038273267833223,0.0036883962475749,0.0246842637237021,0.0017839454681574,47
